Epoch,MAE,RMSE
950,"tensor(10.8222, dtype=torch.float64)","tensor(18.2639, dtype=torch.float64)"
951,"tensor(8.9165, dtype=torch.float64)","tensor(14.9607, dtype=torch.float64)"
952,"tensor(12.4146, dtype=torch.float64)","tensor(21.9171, dtype=torch.float64)"
953,"tensor(11.1803, dtype=torch.float64)","tensor(17.0950, dtype=torch.float64)"
954,"tensor(8.9777, dtype=torch.float64)","tensor(15.8638, dtype=torch.float64)"
955,"tensor(17.5144, dtype=torch.float64)","tensor(30.2154, dtype=torch.float64)"
956,"tensor(10.0529, dtype=torch.float64)","tensor(18.2458, dtype=torch.float64)"
957,"tensor(9.4230, dtype=torch.float64)","tensor(15.7288, dtype=torch.float64)"
958,"tensor(10.8810, dtype=torch.float64)","tensor(19.4739, dtype=torch.float64)"
959,"tensor(15.6599, dtype=torch.float64)","tensor(21.6204, dtype=torch.float64)"
960,"tensor(9.1533, dtype=torch.float64)","tensor(15.7047, dtype=torch.float64)"
961,"tensor(13.1176, dtype=torch.float64)","tensor(23.5741, dtype=torch.float64)"
962,"tensor(13.1086, dtype=torch.float64)","tensor(17.0009, dtype=torch.float64)"
963,"tensor(20.0124, dtype=torch.float64)","tensor(23.2164, dtype=torch.float64)"
964,"tensor(11.3595, dtype=torch.float64)","tensor(19.9108, dtype=torch.float64)"
965,"tensor(9.2872, dtype=torch.float64)","tensor(15.7304, dtype=torch.float64)"
966,"tensor(11.7483, dtype=torch.float64)","tensor(22.7455, dtype=torch.float64)"
967,"tensor(8.9246, dtype=torch.float64)","tensor(16.2952, dtype=torch.float64)"
968,"tensor(15.5149, dtype=torch.float64)","tensor(22.3970, dtype=torch.float64)"
969,"tensor(10.5629, dtype=torch.float64)","tensor(17.7130, dtype=torch.float64)"
970,"tensor(9.2547, dtype=torch.float64)","tensor(15.4168, dtype=torch.float64)"
971,"tensor(14.5971, dtype=torch.float64)","tensor(19.8678, dtype=torch.float64)"
972,"tensor(16.5973, dtype=torch.float64)","tensor(22.9207, dtype=torch.float64)"
973,"tensor(14.9969, dtype=torch.float64)","tensor(21.6573, dtype=torch.float64)"
974,"tensor(18.0717, dtype=torch.float64)","tensor(28.3727, dtype=torch.float64)"
975,"tensor(13.9212, dtype=torch.float64)","tensor(19.4297, dtype=torch.float64)"
976,"tensor(10.9139, dtype=torch.float64)","tensor(18.9955, dtype=torch.float64)"
977,"tensor(10.6514, dtype=torch.float64)","tensor(18.4411, dtype=torch.float64)"
978,"tensor(11.4529, dtype=torch.float64)","tensor(18.6951, dtype=torch.float64)"
979,"tensor(10.3741, dtype=torch.float64)","tensor(16.5507, dtype=torch.float64)"
980,"tensor(13.4961, dtype=torch.float64)","tensor(22.1340, dtype=torch.float64)"
981,"tensor(9.3419, dtype=torch.float64)","tensor(17.5160, dtype=torch.float64)"
982,"tensor(14.3350, dtype=torch.float64)","tensor(22.9111, dtype=torch.float64)"
983,"tensor(11.9901, dtype=torch.float64)","tensor(19.6042, dtype=torch.float64)"
984,"tensor(19.7438, dtype=torch.float64)","tensor(26.8560, dtype=torch.float64)"
985,"tensor(19.0839, dtype=torch.float64)","tensor(25.4582, dtype=torch.float64)"
986,"tensor(11.6729, dtype=torch.float64)","tensor(19.2204, dtype=torch.float64)"
987,"tensor(9.6588, dtype=torch.float64)","tensor(16.1439, dtype=torch.float64)"
988,"tensor(19.1637, dtype=torch.float64)","tensor(24.3643, dtype=torch.float64)"
989,"tensor(14.5900, dtype=torch.float64)","tensor(21.8553, dtype=torch.float64)"
990,"tensor(9.6107, dtype=torch.float64)","tensor(17.5111, dtype=torch.float64)"
991,"tensor(12.6783, dtype=torch.float64)","tensor(19.7064, dtype=torch.float64)"
992,"tensor(11.0987, dtype=torch.float64)","tensor(18.9646, dtype=torch.float64)"
993,"tensor(21.3793, dtype=torch.float64)","tensor(28.8236, dtype=torch.float64)"
994,"tensor(11.3000, dtype=torch.float64)","tensor(21.2729, dtype=torch.float64)"
995,"tensor(14.1982, dtype=torch.float64)","tensor(19.6465, dtype=torch.float64)"
996,"tensor(9.3579, dtype=torch.float64)","tensor(14.7806, dtype=torch.float64)"
997,"tensor(9.5118, dtype=torch.float64)","tensor(17.4026, dtype=torch.float64)"
998,"tensor(13.0787, dtype=torch.float64)","tensor(16.6450, dtype=torch.float64)"
999,"tensor(12.9787, dtype=torch.float64)","tensor(21.1748, dtype=torch.float64)"
